False,30,False,10,10,2,False,0.1,0.01,10000,0,True,0,5,4774340200,49 49,0. 0.,0.0, True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0  0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
False,30,False,10,10,2,False,0.1,0.01,10000,0,True,0,6,3712513900,49 49,0. 0.,0.0, True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0  0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
False,30,False,10,10,8,False,0.1,0.01,10000,0,True,1,129,3765602000,12 11 11 11 12 12 11 12,0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04,0.04, True  True  True  True  True  True  True  True,0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0  0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0  0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 1 1 1 2 2 2 4 0 0 1 1 1 1 2 2 4 4 0 1 1 2 2 2 2 4 4 4 0 1 2 2 3 3  4 4 4 6 0 1 2 3 3 4 4 4 6 6 0 1 3 3 3 4 5 6 6 6 0 0 3 3 3 5 5 6 6 6 0 3  3 5 5 5 7 7 7 6 0 5 5 5 7 7 7 7 7 6 5 5 5 5 7 7 7 7 7 6,1
False,30,False,10,10,8,False,0.1,0.01,10000,0,True,1,236,4605426000,12 11 11 12 12 11 11 12,0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04,0.04, True  True  True  True  True  True  True  True,0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0  0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0  0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 1 1 1 1 2 2 2 0 0 1 1 1 1 2 2 5 2 0 1 1 2 2 2 2 2 5 5 0 1 1 2 3 3  5 5 5 5 0 0 3 3 3 4 5 5 5 6 0 3 3 3 4 4 5 5 6 6 0 3 3 3 4 4 6 6 6 6 0 3  4 4 4 7 7 7 6 6 0 3 4 4 7 7 7 7 7 6 4 4 4 7 7 7 7 7 6 6,1
False,30,False,10,10,4,False,0.1,0.01,10000,0,True,0,18,5945553100,24 24 24 24,0. 0. 0. 0.,0.0, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 0 0 1 1 1 1 3 2 2 0 0 0 1 1 1 1 3 2 2 2 0 0 1 1 1 3 3 2 2 0 0 0 1  1 3 3 3 2 2 0 0 0 1 1 3 3 3 2 0 0 0 0 1 1 1 3 3 2 2 0 0 0 1 1 1 3 3 2 2  0 0 0 1 1 3 3 3 2 2 2 0 0 1 1 3 3 3 2 2 2 2 2 3 3 3 3 3,1
False,30,False,10,10,4,False,0.1,0.01,10000,4,True,0,73,4099674300,23 23 23 23,0.04 0.04 0.04 0.04,0.04, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 0 0 0 0 0 1 1 3 3 2 0 0 0 0 0 1 1 3 3 2 2 0 0 0 1 1 1 1 3 2 2 0 0 1 1  1 1 1 3 2 2 4 0 4 1 4 1 4 3 2 2 0 0 1 1 1 1 3 3 2 2 2 0 0 1 1 3 3 3 2 2  2 0 0 1 1 3 3 3 2 2 2 0 0 1 3 3 3 3 2 2 2 2 2 3 3 3 3 3,1
False,30,False,10,10,4,False,0.1,0.001,10000,7,True,1,125,9802354400,22 22 23 22,0.08 0.08 0.04 0.08,0.08, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 2 2 3 3 2 2 2 0 0 0 3 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  0 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1 3 2 0  0 1 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,2
False,30,False,10,10,4,False,0.1,0.01,10000,7,True,3,15342,6802942400,23 20 23 23,0.04 0.16 0.04 0.04,0.16, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 0 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 2 2 0 0 0 3 3 3 3 2 0 0 0 0 0  0 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 0  0 0 1 1 1 1 1 3 2 2 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,1,15342
False,30,False,10,10,4,False,0.1,0.001,10000,7,True,3,15085,11328892700,23 20 23 23,0.04 0.16 0.04 0.04,0.16, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 0 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 0  0 0 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,2,35110
False,30,False,10,10,4,False,0.1,0.01,10000,7,True,1,67,60783691300,23 22 22 22,0.04 0.08 0.08 0.08,0.08, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 0 0 3 3 3 2 2 2 2 2 0 0 3 3 3 2 0 0 0 0 0 0 3 3 3 2 0 0 0 0 0  0 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1 3 2 0  0 1 1 1 1 1 1 3 2 2 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,1,67
False,30,False,10,10,4,False,0.1,0.01,10000,7,True,3,16305,5808350700,23 20 23 23,0.04 0.16 0.04 0.04,0.16, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 0 0 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 2  0 0 1 1 1 1 1 3 2 2 2 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,1,16305
False,30,False,10,10,4,False,0.1,0.0001,10000,7,True,3,15075,77255249800,23 20 23 23,0.04 0.16 0.04 0.04,0.16, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 0 3 3 3 2 2 2 2 2 0 0 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 0  0 0 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,3,55125
False,30,False,10,10,4,False,0.1,0.0001,10000,7,True,3,15144,11372342700,23 20 23 23,0.04 0.16 0.04 0.04,0.16, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 0 0 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 2 2 2 2 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 0  0 0 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,3,55194
False,30,False,10,10,4,False,0.1,0.0001,10000,7,True,2,10118,10365071800,23 21 23 22,0.04 0.12 0.04 0.08,0.12, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 2 2 3 3 2 0 0 0 0 2 2 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 0 1 1 1 1 1 1 3 2 0  0 1 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,3,50168
False,30,False,10,10,4,False,0.1,0.0001,10000,7,True,1,1385,16725251900,22 22 22 23,0.08 0.08 0.08 0.04,0.08, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 0 3 3 3 2 2 2 2 0 0 0 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1 3 2 0  0 1 1 1 1 1 1 3 2 0 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,3,41435
False,30,False,10,10,4,False,0.1,0.0001,10000,7,True,1,134,10681146000,23 22 22 22,0.04 0.08 0.08 0.08,0.08, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 0 0 3 3 2 2 2 0 0 0 0 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1 3 2 0  0 1 1 1 1 1 1 3 2 2 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,3,40184
False,30,False,10,10,4,False,0.1,0.001,10000,7,True,2,10728,7181469700,23 21 23 22,0.04 0.12 0.04 0.08,0.12, True  True  True  True,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 2 0 0 0 0,2 2 2 2 2 2 2 2 3 3 2 2 0 0 0 0 0 3 3 3 2 2 0 0 0 0 0 3 3 3 2 0 0 0 0 0  3 3 3 3 2 0 4 4 4 4 4 4 4 3 2 0 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1 3 2 0  0 0 1 1 1 1 1 3 2 2 0 0 0 1 1 1 3 3 2 2 2 2 2 3 3 3 3 3,2,30753
